sale_year,price_sf,GEOID
2018,302.366040361865,13121001702
2018,152.40474703310431,13121011628
2018,156.07649599012956,13121011661
2018,184.7672778561354,13121011653
2018,187.82051282051282,13121011423
2018,272.2159730033746,13121009607
2018,206.42201834862385,13121010221
2018,130.95861707700368,13121010135
2018,134.09961685823754,13121010218
2018,84.82584269662921,13121010525
2018,69.17755572636433,13121008302
2018,169.4288250961823,13121010108
2018,137.9461930719184,13121011510
2018,139.89825581395348,13121011640
2018,376.60910518053373,13121001400
2018,86.23559539052496,13121010310
2018,94.01274671052632,13121010307
2018,150.65687789799074,13121008702
2018,221.08195542774982,13121009607
2018,119.87974445697107,13121008702
2018,71.25,13121007900
2018,252.67249757045676,13121000202
2018,152.38879736408566,13121011652
2018,295.9140690817186,13121009900
2018,145.81026208933184,13121011635
2018,183.76225490196077,13121006000
2018,116.1524500907441,13121010106
2018,135.678391959799,13121005300
2018,263.8888888888889,13121001102
2018,254.7680412371134,13121009406
2018,228.99541809851087,13121009406
2018,250.76430446194226,13121010136
2018,111.69811320754717,13121007001
2018,232.78163374265884,13121011419
2018,250.54945054945054,13121006500
2018,148.2046370967742,13121006900
2018,243.8563327032136,13121004900
2018,117.69078295341923,13121006701
2018,255.03401360544217,13121011633
2018,142.9148163100525,13121011648
2018,185.37612903225806,13121011649
2018,396.05110336817654,13121001206
2018,196.64138678223185,13121010212
2018,166.50625601539943,13121008203
2018,229.93719469644103,13121011423
2018,174.08376963350784,13121008802
2018,239.77205040091638,13121009406
2018,260.302556077204,13121010136
2018,200.8691037735849,13121006900
2018,156.1106155218555,13121004900
2018,206.0810810810811,13121009409
2018,150.33783783783784,13121011202
2018,296.8460111317254,13121002900
2018,112.45954692556634,13121006300
2018,150.93457943925233,13121011437
2018,127.27864583333333,13121010125
2018,83.48192517864649,13121010536
2018,99.02597402597402,13121011430
2018,144.16058394160584,13121011644
2018,135.4501607717042,13121011630
2018,154.9163179916318,13121011630
2018,269.07744874715263,13121009604
2018,232.16689098250336,13121000700
2018,383.2800365463682,13121001702
2018,163.41743119266056,13121011423
2018,83.02950975725845,13121010525
2018,351.64835164835165,13121001400
2018,76.4762029288703,13121010310
2018,91.97656725502131,13121010310
2018,235.93418259023355,13121000202
2018,539.278815196394,13121000400
2018,179.28286852589642,13121008802
2018,251.30813648293963,13121010136
2018,222.9845626072041,13121000602
2018,143.91447368421052,13121011633
2018,85.72992700729927,13121010536
2018,153.7822111388196,13121011630
2018,237.38662131519274,13121000100
2018,177.5974025974026,13121009411
2018,125.64991334488735,13121011446
2018,191.41710404445817,13121009802
2018,358.49056603773585,13121009605
2018,102.29132569558101,13121011650
2018,148.48657909765848,13121011658
2018,116.89291101055807,13121011308
2018,149.7093023255814,13121010133
2018,156.80212014134275,13121011416
2018,143.8008130081301,13121011416
2018,261.7956231454006,13121010127
2018,152.25334957369063,13121011421
2018,84.76064997804129,13121010130
2018,217.64032073310423,13121003600
2018,153.4090909090909,13121011424
2018,142.10526315789474,13121011424
2018,102.35414534288638,13121010520
2018,270.31375703942075,13121008906
2018,138.58595194085026,13121011417
2018,176.92591227423517,13121010115
2018,542.9777436684574,13121009106
2018,150.1295209499113,13121011512
2018,83.65758754863813,13121011100
2018,253.16455696202533,13121001502
2018,118.00092549745489,13121006601
2018,218.36673646425368,13121010211
2018,144.3894389438944,13121011645
2018,106.55964572377526,13121010309
2018,220.78725398313028,13121003100
2018,88.03000652315721,13121007709
2018,135.02779984114377,13121007809
2018,378.70762711864404,13121009103
2018,317.1639344262295,13121009203
2018,315.57377049180326,13121009203
2018,126.76976693530821,13121011507
2018,469.03254972875226,13121009105
2018,139.52077646345163,13121011661
2018,391.7627427184466,13121009900
2018,121.66666666666667,13121010106
2018,117.99410029498524,13121008802
2018,253.80116959064327,13121009406
2018,156.52173913043478,13121011419
2018,167.5977653631285,13121011419
2018,229.65879265091863,13121010127
2018,146.163215590743,13121011421
2018,166.17862371888725,13121010130
2018,140.63848144952544,13121011417
2018,203.2520325203252,13121010215
2018,102.48331977217249,13121010603
2018,103.08908045977012,13121011435
2018,128.2051282051282,13121011435
2018,228.7174728940784,13121010132
2018,128.8677130044843,13121010216
2018,305.09478672985784,13121003200
2018,60.175619834710744,13121010522
2018,129.92294520547946,13121011434
2018,364.16938110749186,13121000501
2018,73.42018000947418,13121010537
2018,132.13811420982736,13121011441
2018,153.33333333333334,13121011441
2018,230.9809317869078,13121011444
2018,184.1385767790262,13121011642
2018,369.96931961739756,13121009700
2018,248.73949579831933,13121009700
2018,323.74915100747114,13121010137
2018,67.87234042553192,13121007705
2018,246.58519051042416,13121009607
2018,306.36262323189027,13121009406
2018,131.8742985409652,13121006701
2018,172.66312559017942,13121011649
2018,396.5087281795511,13121001206
2018,106.0931899641577,13121011202
2018,296.3768115942029,13121009203
2018,130.98265895953756,13121011642
2018,266.40759930915374,13121009700
2018,124.04287901990811,13121011422
2018,192.17330538085255,13121010117
2018,128.46347607052897,13121010134
2018,132.30320699708454,13121010601
2018,454.1484716157205,13121011656
2018,62.204301075268816,13121007100
2018,78.125,13121010313
2018,81.33187772925764,13121010313
2018,103.02405498281787,13121010531
2018,93.24419422941591,13121008602
2018,169.3224592220828,13121011628
2018,157.0084200099059,13121006000
2018,107.41935483870968,13121010106
2018,146.8566392479436,13121008802
2018,464.04682274247494,13121001102
2018,239.5418098510882,13121009406
2018,397.1571906354515,13121010212
2018,78.83565797453002,13121006300
2018,79.923273657289,13121010125
