sale_date,sale_price,square_ft,lat,long
6/22/18,159000,2115,33.5765911,-84.4666709
6/22/18,195000,1366,33.9595043,-84.3666429
6/22/18,359900,1680,33.7348771,-84.4188874
6/22/18,149999,768,33.770957,-84.4645922
6/22/18,223000,1650,33.7572081,-84.4830273
6/25/18,580000,1939,33.8508673,-84.3536504
6/25/18,133000,1628,33.628505,-84.5435966
6/25/18,380000,2954,34.0486212,-84.1072468
6/25/18,450000,2980,33.7416776,-84.4384567
6/25/18,160000,672,33.8052487,-84.4493257
6/25/18,226000,857,33.8214349,-84.3626017
6/25/18,200000,868,33.790283,-84.3995392
6/25/18,355000,851,33.780409,-84.3834589
6/25/18,777400,3532,33.8976199,-84.382801
6/25/18,259900,1792,33.6836273,-84.4486695
6/25/18,425000,1621,34.0271611,-84.3422296
6/25/18,695900,1840,33.7657142,-84.3756817
6/25/18,1600000,3843,33.8592916,-84.3530137
6/25/18,599000,3243,34.0322192,-84.3892544
6/25/18,745000,2939,33.8652732,-84.4364057
6/25/18,800000,3331,33.8686402,-84.4164948
6/25/18,1815000,5962,33.866436,-84.4318317
6/25/18,582000,3227,34.0543219,-84.234939
6/25/18,380000,3656,34.0051483,-84.2556391
6/25/18,750000,4936,33.8908093,-84.3637753
6/25/18,300000,5896,33.6250897,-84.6554731
6/25/18,415000,1604,33.7492416,-84.3507147
6/25/18,166000,1368,33.6645003,-84.5188805
6/25/18,1505500,3500,33.7950261,-84.3609208
6/25/18,465000,2300,33.827952,-84.437801
6/25/18,2437000,5816,33.8355302,-84.4443836
6/25/18,510000,2624,33.8912717,-84.3705721
6/25/18,145500,1139,33.9616,-84.355054
6/25/18,1189000,4958,33.8361156,-84.426419
6/25/18,525000,4325,33.9963413,-84.3169357
6/25/18,414000,3016,33.997163,-84.3220529
6/25/18,320157,4544,33.5953112,-84.5905208
6/25/18,207242,2172,33.6212855,-84.5498912
6/25/18,753547,2928,33.9309847,-84.3673775
6/25/18,274000,1160,33.9309275,-84.3602711
6/25/18,280050,1570,33.930832,-84.3586752
6/25/18,1705000,3961,33.8186791,-84.4009944
6/25/18,380000,1162,33.7985448,-84.4149276
6/25/18,174900,1234,33.6685006,-84.3951644
6/25/18,177900,2092,33.7267077,-84.5655362
6/25/18,180416,1886,33.7264028,-84.5655693
6/25/18,572000,3533,34.039902,-84.1943205
6/25/18,219000,2878,33.6008033,-84.4656254
6/25/18,490000,2762,34.0700611,-84.1925287
6/25/18,474000,2256,34.0516107,-84.3174495
6/25/18,780000,1776,33.7764361,-84.3760937
6/25/18,1362500,6471,33.8646496,-84.3675537
6/25/18,235000,1248,33.8157129,-84.4373749
6/25/18,452500,2472,33.909805,-84.3687857
6/25/18,168120,2264,33.5390131,-84.5328061
6/25/18,698210,3538,34.0642373,-84.2776336
6/25/18,187000,1127,33.8196174,-84.427193
6/25/18,448400,3202,33.9814602,-84.2790466
6/25/18,446000,2247,33.7356094,-84.4240399
6/25/18,652500,3560,33.9124604,-84.3941805
6/25/18,186900,2466,33.548298,-84.498662
6/25/18,235000,954,33.7292617,-84.4361082
6/25/18,310000,1908,34.0619708,-84.1873798
6/25/18,165000,1242,33.6766633,-84.5092945
6/25/18,180000,2667,33.771499,-84.4688211
6/25/18,129000,1792,33.5699871,-84.4887243
6/26/18,510000,2741,33.9744288,-84.3420241
6/26/18,785000,3533,33.9773546,-84.366568
6/26/18,159990,1982,33.5826743,-84.5255968
6/26/18,135000,1673,33.585492,-84.5188396
6/26/18,162990,2602,33.5797708,-84.5240729
6/26/18,182740,2118,33.579178,-84.5232529
6/26/18,597500,2084,34.0763957,-84.2898966
6/26/18,826968,3899,34.0771433,-84.2915282
6/26/18,285330,3740,33.636352,-84.6221917
6/26/18,217000,2409,33.6507948,-84.5277123
6/26/18,467520,1632,33.8841833,-84.3793351
6/26/18,184000,1070,33.7028951,-84.4162612
6/26/18,375000,2220,33.7171827,-84.35524
6/26/18,392741,2160,33.7232617,-84.3625581
6/26/18,541000,2900,34.0379151,-84.1729193
6/26/18,161900,831,33.829183,-84.357407
6/26/18,224900,2596,33.61075,-84.5926891
6/26/18,255000,1802,34.1029942,-84.257496
6/26/18,353500,2426,34.0661148,-84.2026193
6/26/18,215000,1600,33.9229424,-84.3538634
6/26/18,260000,1742,34.125705,-84.26278
6/26/18,439110,1600,33.8105534,-84.3644027
6/26/18,227000,1200,34.0133821,-84.3096393
6/26/18,125000,1227,33.6073398,-84.4826994
6/26/18,1195000,4675,34.0063661,-84.2394459
6/26/18,213500,1298,34.0870204,-84.285771
6/26/18,495000,3486,34.0681544,-84.2127906
6/26/18,282182,3796,33.5950994,-84.5896617
6/26/18,500000,1270,33.7298783,-84.3547235
6/26/18,170000,3078,33.6619895,-84.5567586
6/26/18,295000,4132,33.6380013,-84.5775298
6/26/18,335000,4286,33.630016,-84.6183646
6/26/18,129900,1080,33.6886866,-84.4498178
6/26/18,197020,1986,33.5461514,-84.571859
6/26/18,314500,1644,33.7303152,-84.4135221
6/26/18,148500,1083,33.9640229,-84.369606
6/26/18,940000,4824,34.0270798,-84.3701564
6/26/18,725000,4294,34.0377992,-84.3732209
6/26/18,375000,2387,33.5891596,-84.6801539
6/26/18,354504,3724,33.6536991,-84.5475473
6/26/18,290355,3670,33.6912382,-84.5910527
6/26/18,911313,4482,34.0950234,-84.3087966
6/26/18,134000,1548,33.5342672,-84.5657637
6/26/18,175000,1708,33.7770469,-84.3798269
6/26/18,125000,1474,33.566286,-84.51322
6/26/18,248350,1360,33.8149446,-84.4380006
6/26/18,300000,1249,33.8419063,-84.3575803
6/26/18,1147900,4402,34.0228859,-84.2792728
6/26/18,336000,1530,33.9011253,-84.4399001
6/26/18,650000,4801,34.0028736,-84.2056874
6/26/18,1400000,6708,33.9970085,-84.2009102
6/26/18,145000,832,33.66589,-84.4039086
6/26/18,388000,1245,33.7527442,-84.3740729
6/26/18,179000,1075,33.6799208,-84.4631449
6/27/18,475000,3730,34.0266189,-84.3944063
6/27/18,166190,2002,33.5799666,-84.5232408
6/27/18,183500,1242,34.073969,-84.2791905
6/27/18,571629,2020,34.0770658,-84.2900163
6/27/18,833600,3095,34.0769698,-84.2915282
6/27/18,345060,4962,33.6377196,-84.6225461
6/27/18,235000,2759,33.6508411,-84.5242464
6/27/18,206670,2451,33.6501839,-84.5251475
6/27/18,450000,1272,34.0482137,-84.3690527
6/27/18,301000,1560,34.0433124,-84.3699972
6/27/18,190000,952,33.7195006,-84.4157278
6/27/18,500000,2007,33.7414897,-84.3794418
6/27/18,396600,1415,33.741393,-84.3768344
6/27/18,375000,2489,34.0559774,-84.2060168
6/27/18,427500,2896,34.042055,-84.163277
6/27/18,510000,1158,33.7777998,-84.383904
6/27/18,1615000,2710,33.7783518,-84.3839788
6/27/18,122500,1550,33.9099233,-84.3818515
6/27/18,470000,2220,33.8327683,-84.3586863
6/27/18,204000,874,34.0281189,-84.35384
6/27/18,220000,3233,33.6108418,-84.5937937
6/27/18,187500,1870,33.6136094,-84.5798213
6/27/18,348400,2350,34.0987133,-84.2634255
6/27/18,580000,3364,34.0589694,-84.1963592
6/27/18,3492205,7622,33.8594441,-84.4244128
6/27/18,869892,4576,34.0605414,-84.3512013
6/27/18,615000,3434,34.0863657,-84.3973823
6/27/18,278000,1500,34.0435318,-84.2266101
6/27/18,432000,1600,33.8104064,-84.3644657
6/27/18,421606,1600,33.8106182,-84.3643679
6/27/18,540000,2475,33.9517711,-84.3805299
6/27/18,465000,2780,34.0239937,-84.314901
6/27/18,335000,1067,33.7916224,-84.3980682
6/27/18,452000,3022,34.0766362,-84.2355139
6/27/18,148490,2040,33.7234806,-84.5805783
6/27/18,172000,2782,33.5885552,-84.4994201
6/27/18,610000,1471,33.8542935,-84.3744322
6/27/18,521000,4312,33.9868301,-84.2989296
6/27/18,615000,3220,33.9739661,-84.3093516
6/27/18,721000,2240,33.7684094,-84.3521686
6/27/18,202795,2010,33.6209978,-84.5510273
6/27/18,580000,1248,33.7348845,-84.3508491
6/27/18,288355,4141,33.6270511,-84.6157172
6/27/18,854900,3806,33.932475,-84.3682724
6/27/18,669900,3172,34.0502973,-84.2471624
6/27/18,640000,3670,34.0484043,-84.25352
6/27/18,1425000,5013,33.7945487,-84.3752535
6/27/18,188151,1936,33.5465231,-84.5721494
6/27/18,1125000,3994,33.8387278,-84.4011176
6/27/18,1185000,3915,33.8672251,-84.3720916
6/27/18,265000,1108,33.8175511,-84.3947064
6/27/18,210000,1296,33.6705266,-84.3914653
6/27/18,349023,4181,33.6913181,-84.590889
6/27/18,415000,2854,33.8129723,-84.4818073
6/27/18,570000,1565,33.8166005,-84.3820285
6/27/18,157000,1413,33.6325424,-84.5114658
6/27/18,599000,3724,34.0836791,-84.1903662
6/27/18,309000,1940,34.0245522,-84.3364361
6/27/18,1230000,4418,33.9277488,-84.387489
6/27/18,775000,3416,33.9141653,-84.3844093
6/27/18,150000,2455,33.6017867,-84.4979859
6/27/18,2266459,4682,33.843021,-84.3846151
6/27/18,242350,1280,33.8150444,-84.4378976
6/27/18,256975,1280,33.8150095,-84.4379329
6/27/18,670000,3891,33.847476,-84.3495764
6/27/18,815000,4393,34.035545,-84.1741553
6/27/18,390000,2112,34.0884053,-84.3240621
6/27/18,409979,1640,34.0627608,-84.2761571
6/27/18,168000,1759,33.7606033,-84.4054776
6/27/18,359000,1928,34.0814283,-84.2032989
6/27/18,517000,3842,34.0708909,-84.3908144
6/27/18,415000,3520,34.0107965,-84.2637237
6/27/18,166600,1962,33.5433351,-84.5104314
6/27/18,500000,3214,34.0494871,-84.1860822
6/27/18,380000,2000,33.6626905,-84.3959444
6/27/18,353000,2640,34.0656007,-84.1907987
6/27/18,169000,1092,33.7316053,-84.4023489
6/27/18,234800,1596,33.6559978,-84.4453885
6/27/18,388000,1245,33.7527442,-84.3740729
6/27/18,426000,1245,33.7527442,-84.3740729
6/27/18,148365,1856,33.5297837,-84.6817644
6/27/18,120000,1539,33.7042356,-84.3795239
6/27/18,585000,3504,33.7363133,-84.4208159
6/28/18,252500,1090,33.8538153,-84.3545129
6/28/18,822000,4728,33.9691796,-84.2762908
6/28/18,387500,3080,34.0838234,-84.3437086
6/28/18,435000,3181,34.0833883,-84.3479197
6/28/18,215000,1564,34.0747021,-84.2807664
6/28/18,1759504,5670,34.0704761,-84.2810434
6/28/18,836812,3774,34.0771585,-84.2918572
6/28/18,1135000,2944,33.780504,-84.362461
6/28/18,250500,3514,33.6550253,-84.6297422
6/28/18,230995,2343,33.6505615,-84.5248198
6/28/18,454900,3609,34.0531908,-84.1416585
6/28/18,496585,2292,33.9856489,-84.3297586
6/28/18,405000,2682,33.8152058,-84.4570353
6/28/18,590000,1840,33.7323408,-84.37604
6/28/18,355500,1374,33.7270739,-84.378251
6/28/18,590000,1986,33.8792027,-84.3741243
6/28/18,1749000,5309,33.8866163,-84.3728102
6/28/18,400000,1872,33.7389437,-84.3826523
6/28/18,340000,1265,33.7788329,-84.385133
6/28/18,443500,2620,33.904877,-84.379885
6/28/18,186500,744,33.7647805,-84.3835707
6/28/18,245000,1386,34.105288,-84.2612861
6/28/18,854000,3767,33.799113,-84.3589903
6/28/18,172000,816,33.8369018,-84.3567892
6/28/18,1365000,7971,33.8561583,-84.4133761
6/28/18,550000,3936,34.0559316,-84.2382935
6/28/18,253250,1900,33.9217965,-84.3556241
6/28/18,607450,2396,33.9385021,-84.3630873
6/28/18,347000,1514,33.9523418,-84.3637855
6/28/18,460000,2648,34.0124106,-84.2532114
6/28/18,255000,1320,33.823098,-84.437996
6/28/18,393107,2268,34.0529812,-84.3664853
6/28/18,375000,1584,34.0526581,-84.3491522
6/28/18,157000,1381,34.041705,-84.349002
6/28/18,850000,4427,34.0913355,-84.4118088
6/28/18,290000,1441,33.713728,-84.4214108
6/28/18,305000,2121,34.0459844,-84.234692
6/28/18,182000,1212,34.100675,-84.266202
6/28/18,557500,1521,33.8052892,-84.3942004
6/28/18,768500,4029,34.1794713,-84.3140378
6/28/18,912819,4548,34.1834494,-84.3171823
6/28/18,799000,1929,33.8113747,-84.3856826
6/28/18,175000,1474,33.9484329,-84.3739646
6/28/18,675000,1646,33.7474704,-84.3655208
6/28/18,153895,1866,33.5607022,-84.4819206
6/28/18,699900,4685,34.0133928,-84.2897188
6/28/18,405000,3074,34.0164374,-84.2363384
6/28/18,399500,1368,33.8417737,-84.3775
6/28/18,445000,2289,33.9595755,-84.3569805
6/28/18,148895,1904,33.7240662,-84.5810285
6/28/18,437500,2814,33.8508519,-84.3738078
6/28/18,752000,2526,33.8625448,-84.376198
6/28/18,213140,2736,33.6221581,-84.5531776
6/28/18,214990,2530,33.6221877,-84.5529799
6/28/18,237885,3076,33.6221488,-84.5527164
6/28/18,370000,1146,33.7324229,-84.3533218
6/28/18,264900,3326,33.6389331,-84.59441
6/28/18,465000,2140,33.9332992,-84.371106
6/28/18,270000,1776,33.9999486,-84.3397651
6/28/18,147000,1120,33.5358129,-84.5851072
6/28/18,120000,1115,33.6856815,-84.4702377
6/28/18,155000,1134,33.9639612,-84.3704984
6/28/18,148500,1083,33.963855,-84.3690451
6/28/18,875000,6590,33.9938009,-84.3013965
6/28/18,224900,2809,33.6673786,-84.3825258
6/28/18,315000,737,33.7611285,-84.3607188
6/28/18,290000,1192,33.76118,-84.3607514
6/28/18,630000,3558,34.0398957,-84.2482323
6/28/18,299988,3559,33.6913854,-84.5906704
6/28/18,260000,1568,33.8097452,-84.4835796
6/28/18,150000,1050,33.7493274,-84.5171795
6/28/18,223000,1062,33.8225017,-84.3865221
6/28/18,615000,3339,34.1059977,-84.3206965
6/28/18,864802,5123,34.0950759,-84.3080566
6/28/18,135000,879,33.708675,-84.377533
6/28/18,271500,1754,34.012758,-84.3609589
6/28/18,908842,2734,33.9188691,-84.387569
6/28/18,465000,1968,33.7995577,-84.4089566
6/28/18,451742,2230,34.0972054,-84.2778127
6/28/18,270000,1292,33.803167,-84.419757
6/28/18,525000,1250,33.8239698,-84.3777172
6/28/18,708750,3996,34.0218059,-84.2430676
6/28/18,249775,1280,33.8151693,-84.437771
6/28/18,247900,1280,33.8150938,-84.4378475
6/28/18,390000,1014,33.7375163,-84.3662395
6/28/18,694211,3366,34.0643168,-84.2786147
6/28/18,474765,2252,34.068927,-84.290302
6/28/18,581942,2858,34.0642939,-84.2776825
6/28/18,660002,3343,34.0642378,-84.2776813
6/28/18,455626,1844,34.0628748,-84.276044
6/28/18,220900,1346,33.8210136,-84.4252012
6/28/18,147000,812,33.8193196,-84.4240091
6/28/18,415000,2321,33.9096018,-84.4199835
6/28/18,515000,3432,33.9893425,-84.2880534
6/28/18,262566,3040,33.5552556,-84.6069242
6/28/18,205000,2285,33.5641205,-84.6041838
6/28/18,319000,2626,34.0056736,-84.2191107
6/28/18,175000,2249,33.561396,-84.5231405
6/28/18,1925000,6100,33.8863592,-84.4072945
6/28/18,148990,1576,33.5501606,-84.5054135
6/28/18,399900,2266,34.0494224,-84.3036315
6/28/18,218000,2760,33.5861663,-84.5887616
6/28/18,145000,1944,33.5771163,-84.5772229
6/28/18,449900,3777,34.0635075,-84.1813653
6/28/18,594000,3330,34.1402168,-84.2592804
6/28/18,239900,1960,33.751323,-84.5033127
6/28/18,282900,1873,33.7526148,-84.429963
6/28/18,173000,1479,33.667104,-84.4750546
6/28/18,604900,3028,34.0838623,-84.3691348
6/28/18,520000,2010,34.0608385,-84.2350334
6/28/18,470000,1731,33.8052657,-84.3728648
6/28/18,170000,2414,33.5359807,-84.6590035
6/28/18,128000,1472,33.5724528,-84.4922078
6/28/18,139900,1136,33.7569524,-84.4393601
6/29/18,477500,2584,34.0169013,-84.2073963
6/29/18,510000,3320,34.0897738,-84.2093112
6/29/18,410000,2489,34.0856405,-84.2325105
6/29/18,338500,1646,34.0196512,-84.3781279
6/29/18,300000,1296,34.0207436,-84.3697508
6/29/18,174535,1980,33.5801668,-84.5243491
6/29/18,155990,1826,33.5797423,-84.5232825
6/29/18,164580,1728,33.5796204,-84.523393
6/29/18,176025,2108,33.5792172,-84.5231963
6/29/18,549000,3512,33.9676167,-84.290788
6/29/18,409900,2494,34.0881778,-84.3599942
6/29/18,912500,5856,34.1158191,-84.3669787
6/29/18,659000,4012,34.0872293,-84.3423528
6/29/18,420000,2812,34.073846,-84.2847109
6/29/18,974900,2187,34.0701438,-84.2820846
6/29/18,405000,2436,34.0731875,-84.2752652
6/29/18,315000,1813,34.0773369,-84.2784296
6/29/18,589669,1988,34.0771211,-84.2900111
6/29/18,558000,1924,34.0764627,-84.2902027
6/29/18,268000,3442,33.6561804,-84.6247336
6/29/18,130000,1499,33.6443542,-84.6353635
6/29/18,241165,2600,33.630237,-84.541093
6/29/18,582925,1484,33.7864977,-84.3608386
6/29/18,571427,3600,34.0529747,-84.1329267
6/29/18,1685000,3516,33.7923455,-84.3822749
6/29/18,155000,1100,33.990042,-84.3358239
6/29/18,430000,1791,33.8141884,-84.4556821
6/29/18,395000,2394,33.7317653,-84.3775735
6/29/18,215900,732,33.7299413,-84.3642684
6/29/18,212900,732,33.7299413,-84.3642684
6/29/18,515000,1960,33.8860318,-84.3790517
6/29/18,441193,1632,33.8841833,-84.3793351
6/29/18,385000,2304,34.0614723,-84.3934827
6/29/18,285000,1253,33.7902899,-84.3995523
6/29/18,209200,832,33.7902899,-84.3995523
6/29/18,385353,2112,33.723793,-84.362757
6/29/18,401658,2112,33.723631,-84.3628512
6/29/18,610000,2095,33.7405782,-84.3765848
6/29/18,425000,2442,34.0539086,-84.1622551
6/29/18,749758,4414,34.0488685,-84.16202
6/29/18,169900,1315,33.7763728,-84.4883555
6/29/18,204000,1659,33.6809689,-84.4515403
6/29/18,339000,1240,33.7597952,-84.3708186
6/29/18,640000,3695,33.7551355,-84.3704489
6/29/18,195000,1872,33.7273453,-84.4005429
6/29/18,350000,2318,34.0262391,-84.3532301
6/29/18,180000,1832,33.5835572,-84.6249994
6/29/18,225000,2650,33.6150094,-84.5944073
6/29/18,710000,1840,33.7657142,-84.3756817
6/29/18,169900,745,33.7645338,-84.3750557
6/29/18,174900,813,33.7651036,-84.3765399
6/29/18,680000,1315,33.8544526,-84.3583947
6/29/18,745000,2105,33.787392,-84.3508981
6/29/18,1431000,3613,33.8025018,-84.3627279
6/29/18,523000,2986,34.0317835,-84.3892133
6/29/18,950000,4346,33.92432795,-84.36723926
6/29/18,270000,1496,34.075734,-84.354652
6/29/18,405000,2504,34.0734011,-84.3575116
6/29/18,578877,1824,33.9383657,-84.3631222
6/29/18,175000,1518,33.9402242,-84.3561976
6/29/18,262500,1480,33.936392,-84.350679
6/29/18,134500,880,33.989188,-84.267428
6/29/18,245250,1560,34.001328,-84.274935
6/29/18,530000,2882,34.0148808,-84.2619958
6/29/18,314000,3264,33.588249,-84.642231
6/29/18,534000,2072,33.812869,-84.425897
6/29/18,300000,2328,34.063131,-84.3895875
6/29/18,1045000,5345,34.0606829,-84.3714345
6/29/18,426700,2487,34.076368,-84.4182924
6/29/18,831500,5425,34.086516,-84.407633
6/29/18,130000,1050,33.7140863,-84.4209169
6/29/18,2735000,7124,33.8785374,-84.3900549
6/29/18,340000,2162,34.041783,-84.2306376
6/29/18,410000,2792,34.0455486,-84.2420593
6/29/18,428605,1600,33.8103743,-84.3645013
6/29/18,426846,1600,33.8107504,-84.3642787
6/29/18,420000,1628,33.7943897,-84.3622578
6/29/18,1599000,3458,33.7966941,-84.3603047
6/29/18,1405000,5817,34.1444072,-84.3309093
6/29/18,1140000,6604,34.1522129,-84.3315462
6/29/18,870000,5834,34.1747705,-84.3468516
6/29/18,777180,4373,34.181248,-84.3314024
6/29/18,1050000,2046,33.8085346,-84.3892133
6/29/18,217000,1167,34.010252,-84.316036
6/29/18,495000,2144,33.9154069,-84.3627081
6/29/18,140000,580,33.9174942,-84.359405
6/29/18,450000,2550,33.9473529,-84.3774298
6/29/18,160000,1482,33.5560055,-84.4616688
6/29/18,144990,1857,33.5606495,-84.4817157
6/29/18,285000,1894,34.0222712,-84.2936048
6/29/18,127500,994,33.8942331,-84.3807352
6/29/18,462000,3212,34.0084777,-84.3614958
6/29/18,511500,3513,34.0075553,-84.383096
6/29/18,135555,1060,33.9675747,-84.3534953
6/29/18,139000,1142,33.9680383,-84.3500724
6/29/18,412850,2166,34.0713405,-84.2058727
6/29/18,144490,1666,33.7239856,-84.5791871
6/29/18,156395,2360,33.724021,-84.5801536
6/29/18,149000,2059,33.722903,-84.581236
6/29/18,225100,2322,33.5825056,-84.5030873
6/29/18,1085000,3538,33.835436,-84.4254112
6/29/18,353000,1851,34.0041367,-84.303925
6/29/18,273647,3684,33.5958673,-84.5902754
6/29/18,292118,3602,33.5955871,-84.5908481
6/29/18,215380,1948,33.6218287,-84.5530742
6/29/18,205645,2015,33.6207057,-84.5503313
6/29/18,205425,1980,33.620531,-84.5513138
6/29/18,281225,3882,33.5940509,-84.587616
6/29/18,275000,1254,33.7371369,-84.3496323
6/29/18,590000,3080,33.7272148,-84.35936
6/29/18,221000,3013,33.6462216,-84.6006252
6/29/18,280190,3320,33.6306822,-84.6158052
6/29/18,151900,1568,33.7484749,-84.4687208
6/29/18,599900,2562,33.9310778,-84.367872
6/29/18,631641,2562,33.9309847,-84.3673775
6/29/18,995464,3780,33.9330639,-84.3688063
6/29/18,760000,3858,34.0567734,-84.2511951
6/29/18,166250,1240,34.0077146,-84.336059
6/29/18,192500,1264,33.6940032,-84.4324676
6/29/18,2400000,5704,33.7990588,-84.3783126
6/29/18,191121,1946,33.5465768,-84.5721864
6/29/18,190124,1946,33.5466209,-84.5722199
6/29/18,1230000,4055,33.8240597,-84.3978749
6/29/18,175000,1554,33.686502,-84.4808139
6/29/18,1183500,2754,33.7597268,-84.3516678
6/29/18,430000,2212,34.0071633,-84.2974273
6/29/18,665000,3979,34.0120769,-84.2837969
6/29/18,625000,3810,34.0378126,-84.2509894
6/29/18,560000,3482,34.0398876,-84.2475945
6/29/18,354376,4296,33.6542333,-84.5458276
6/29/18,354201,3894,33.6538412,-84.5458276
6/29/18,209750,3022,33.6804682,-84.5957573
6/29/18,154900,1324,33.6707782,-84.4128142
6/29/18,458700,2191,34.1063969,-84.3054256
6/29/18,336000,2062,34.0724202,-84.3206349
6/29/18,439900,2993,34.0132008,-84.340545
6/29/18,620000,1894,34.0139945,-84.3557145
6/29/18,457000,3805,34.0164961,-84.3381414
6/29/18,881000,3934,33.9264598,-84.3935237
6/29/18,523000,4081,34.0936624,-84.2946986
6/29/18,275000,1750,34.1042029,-84.27088965
6/29/18,513782,2342,34.0974221,-84.2778127
6/29/18,700000,3853,34.0281778,-84.2364825
6/29/18,845000,5718,34.0211258,-84.2340952
6/29/18,1665000,5837,33.8739629,-84.3507973
6/29/18,154000,1811,33.5608475,-84.502862
6/29/18,255000,2941,33.817973,-84.4434799
6/29/18,250350,1280,33.8152428,-84.4376969
6/29/18,249900,1280,33.8151965,-84.4377434
6/29/18,310000,1249,33.8419063,-84.3575803
6/29/18,399900,1850,34.087958,-84.314901
6/29/18,541000,2972,34.0798165,-84.3080566
6/29/18,369900,1916,34.0841176,-84.3073167
6/29/18,425290,1824,34.0628032,-84.2761366
6/29/18,540000,3756,34.0798392,-84.2045343
6/29/18,128900,950,33.818984,-84.4256686
6/29/18,198000,1050,33.8103045,-84.4223831
6/29/18,419900,1936,33.7271405,-84.3835477
6/29/18,236000,1152,33.7279866,-84.3799761
6/29/18,430000,1813,34.0271362,-84.2778538
6/29/18,1200000,4382,33.9008467,-84.4235649
6/29/18,699900,3192,33.9054724,-84.4259446
6/29/18,525000,3368,33.9849369,-84.2810208
6/29/18,234900,1696,33.9929126,-84.2811513
6/29/18,309452,3972,33.5552467,-84.6067197
6/29/18,267671,3198,33.5554287,-84.6073946
6/29/18,298813,3520,33.5550305,-84.6047565
6/29/18,440807,4908,33.5560879,-84.6050019
6/29/18,660000,3497,34.0672565,-84.3890901
6/29/18,381600,1626,33.7363559,-84.4274821
6/29/18,409000,2181,33.7411063,-84.4262523
6/29/18,429900,3482,34.0152397,-84.2678376
6/29/18,191500,1390,33.7254193,-84.4224571
6/29/18,294000,1380,33.7238676,-84.4259472
6/29/18,260739,3749,33.5474984,-84.5003011
6/29/18,245155,2144,33.547085,-84.5003216
6/29/18,244959,3164,33.5479391,-84.4999118
6/29/18,166150,1962,33.5431877,-84.5107073
6/29/18,175961,2100,33.5432751,-84.5105543
6/29/18,166700,1952,33.5432831,-84.5104939
6/29/18,210000,3595,33.6834364,-84.6018933
6/29/18,230000,3584,33.6788742,-84.6236705
6/29/18,346000,2000,34.0447789,-84.1832604
6/29/18,323000,2010,33.7316877,-84.4419868
6/29/18,130000,953,33.7322687,-84.4319322
6/29/18,167693,1776,33.5935296,-84.5711838
6/29/18,178000,2390,33.5865746,-84.5577525
6/29/18,305000,1956,34.0673826,-84.1798822
6/29/18,650000,6098,34.0688812,-84.1836105
6/29/18,347000,2222,34.0671793,-84.1875034
6/29/18,168000,1120,33.7312728,-84.4073182
6/29/18,620000,3141,34.1558882,-84.2836941
6/29/18,164000,1999,33.5818693,-84.5997049
6/29/18,378000,3317,33.728413,-84.5176516
6/29/18,295000,1955,33.6711476,-84.4917653
6/29/18,547000,2937,34.088107,-84.371414
6/29/18,557000,3289,34.0713203,-84.3707775
6/29/18,262000,2083,33.7129442,-84.3872427
6/29/18,192500,1896,33.7506474,-84.420842
6/29/18,148000,1884,33.5740522,-84.4635139
6/29/18,165000,2668,33.5799005,-84.4607257
6/29/18,482400,1925,33.7527442,-84.3740729
6/29/18,480100,1925,33.7527442,-84.3740729
6/29/18,159490,2028,33.5359807,-84.6590035
6/29/18,162490,2230,33.5362817,-84.6591553
6/29/18,168603,1790,33.51742337,-84.60580705
6/29/18,173500,1790,33.5165454,-84.6057892
6/29/18,150000,2320,33.5170439,-84.604961
6/29/18,545000,2616,33.9558186,-84.3745554
6/29/18,190690,2280,33.7009011,-84.4961419
6/29/18,188580,1920,33.7008959,-84.4970024
6/29/18,165000,1200,33.7654943,-84.4335864
6/30/18,184000,2092,33.7267184,-84.5656255
7/1/18,400000,2226,33.8875697,-84.395553
7/2/18,642500,1680,33.7629589,-84.3657969
7/2/18,549000,2842,33.9618032,-84.2988268
7/2/18,715000,3444,34.0962241,-84.3498916
7/2/18,335000,2891,34.0765254,-84.2856887
7/2/18,245323,2446,33.638572,-84.6226074
7/2/18,158000,1100,33.990042,-84.3358239
7/2/18,535000,1910,33.7272869,-84.3770299
7/2/18,212492,732,33.7299413,-84.3642684
7/2/18,307500,1492,33.7300086,-84.3624114
7/2/18,350000,872,33.783839,-84.3838658
7/2/18,126000,1000,33.6946176,-84.3949605
7/2/18,367000,1824,34.0596971,-84.3906912
7/2/18,369000,2028,33.7145787,-84.3638366
7/2/18,338000,2544,34.0521301,-84.2108759
7/2/18,766374,3780,34.0505217,-84.1653374
7/2/18,840000,1805,33.7783518,-84.3839788
7/2/18,160000,1039,33.9033421,-84.3803259
7/2/18,370000,1950,33.8357594,-84.3586631
7/2/18,225000,1412,34.1016389,-84.2622632
7/2/18,230000,1412,34.100653,-84.261618
7/2/18,191119,1026,34.1029641,-84.2612955
7/2/18,435000,1882,33.828569,-84.3541639
7/2/18,392000,2820,34.0569558,-84.3327379
7/2/18,297197,3892,33.5609504,-84.616535
7/2/18,655000,2917,34.0813371,-84.4002556
7/2/18,189000,813,33.7893934,-84.388618
7/2/18,146990,2112,33.5625807,-84.4810189
7/2/18,1810000,7823,34.005602,-84.2476974
7/2/18,555000,2290,34.0141021,-84.2341775
7/2/18,540000,3716,33.9955168,-84.2542607
7/2/18,1200000,5593,33.8335199,-84.4339409
7/2/18,566000,2113,33.831653,-84.4427635
7/2/18,284900,1804,33.6601495,-84.4683847
7/2/18,221900,2322,33.5825456,-84.502022
